1918, 1, 1,.421,    8374,00, 1,   50,  353,   69,  484, 0.930, 273.4,  94.4,   1.9,  68.2
1918, 1, 1,.421,    8375,00, 0,    9,   58,   13,   76, 0.922, 260.7,  93.7,  -9.9,  67.5
1918, 1, 1,.421,    8377,00, 6,  146,  954,   84,  546, 0.482, 260.0,  54.8,  -7.7,  28.6
1918, 1, 1,.421,    8378,00, 1,   69,  335,   39,  189, 0.460, 293.8,  51.3,   7.7,  25.1
1918, 1, 1,.421,    8382,00, 4,    5,   16,    8,   23, 0.932, 284.3,  93.7,  12.1,  67.5
1918, 1, 1,.421,    8383,00, 1,   70,  501,   37,  263, 0.300,  41.7,  14.5,   9.7, -11.7
1918, 1, 1,.421,    8384,00, 0,    5,   13,    3,    7, 0.187, 148.8,  20.5, -12.5,  -5.7
1918, 1, 1,.421,    8386,00, 4,    4,   14,    3,    9, 0.603, 118.5, 352.0, -19.5, -34.2
1918, 1, 1,.421,    8387,00, 2,   44,  222,  125,  624, 0.984,  82.5, 307.1,   6.8, -79.1
1918, 1, 2,.350,    8374,00, 1,    7,  101,   23,  304, 0.985, 272.9,  93.9,   2.3,  79.9
1918, 1, 2,.350,    8375,00, 0,    2,   21,    8,   62, 0.984, 260.2,  94.2, -10.2,  80.2
1918, 1, 2,.350,    8377,00, 6,  115,  716,   77,  478, 0.659, 262.2,  55.2,  -7.7,  41.2
1918, 1, 2,.350,    8378,00, 1,   42,  293,   27,  188, 0.625, 286.3,  51.2,   7.4,  37.2
1918, 1, 2,.350,    8382,00, 4,    0,    5,    0,   17, 0.985, 282.9,  92.9,  12.1,  78.9
1918, 1, 2,.350,    8383,00, 1,   79,  431,   41,  222, 0.237, 353.3,  15.6,  10.2,   1.6
1918, 1, 2,.350,    8384,00, 0,    0,    9,    0,    5, 0.208, 214.2,  20.9, -13.3,   6.9
1918, 1, 2,.350,    8386,00, 4,   24,   59,   14,   34, 0.491, 124.4, 348.6, -19.2, -25.4
1918, 1, 2,.350,    8387,00, 2,   81,  451,  106,  590, 0.923,  81.4, 307.3,   6.6, -66.7
